"","unique.cellid","CGP.cellid","CCLE.cellid","GSK.cellid","NCI60.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","NCI60.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Ben_Neel.tissueid","COSMIC.tissueid","unique.tissueid","CTRPv2.tissueid","gCSI.tissueid"
"844","EB1","","EB1","EB1","","","EB1","","","EB1","","","EB1","EB1","","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Lymph Node","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Lymphoid"
"845","EBC-1","","EBC-1","","","","EBC-1","EBC1","EBC-1","EBC-1","EBC-1","","EBC1",NA,"","lung","","","","Lung","LUNG","Lung:NSCLC","lung","","","lung","lung","lung",NA
"846","EFM-192A","","EFM-192A","","","EFM192A","EFM-192A","","EFM-192A","EFM-192A","EFM-192A","efm192a","EFM192A",NA,"","breast","","","breast","Breast","","Breast","breast","","breast","breast","breast","breast",NA
"847","EJM","","EJM","","","","EJM","EJM","EJM","EJM","EJM","","EJM",NA,"","haematopoietic_and_lymphoid_tissue","","","","Blood","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","Blood","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"848","EN","","EN","","","","","","EN","EN","EN","","EN",NA,"","endometrium","","","","","","Uterus","endometrium","","","endometrium","endometrium","endometrium",NA
"849","ES-2","","ES-2","ES2","","","ES-2","","ES-2","ES-2","ES-2","","ES2","ES-2","","ovary","ovary","","","Ovary","","Ovary","ovary","","","ovary","ovary","ovary","Ovary"
"850","EW8","","EW8","","","","","","","","","",NA,NA,"","bone","","","","","","","","","","","bone",NA,NA
"851","EWS502","","EWS502","","","","","","","","","",NA,NA,"","bone","","","","","","","","","","","bone",NA,NA
"852","F-36P","","F-36P","","","","","","","F-36P","","","F36P",NA,"","haematopoietic_and_lymphoid_tissue","","","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"853","F5","","F5","","","","","","","","","",NA,NA,"","central_nervous_system","","","","","","","","","","","central_nervous_system",NA,NA
"854","FTC-238","","FTC-238","","","","","","","FTC-238","","","FTC238",NA,"","thyroid","","","","","","","thyroid","","","","thyroid","thyroid",NA
"855","FU-OV-1","","FU-OV-1","","","","","","FU-OV-1","FU-OV-1","FU-OV-1","","FUOV1",NA,"","ovary","","","","","","Ovary","ovary","","","ovary","ovary","ovary",NA
"856","FU97","","FU97","","","","FU97","FU97","FU97","FU97","","","FU97","FU97","","stomach","","","","Stomach","STOMACH","Stomach","stomach","","","stomach","stomach","stomach","Stomach"
"857","G-292, clone A141B1","","G-292, clone A141B1","","","","","","G-292-Clone-A141B1","G-292,_clone_A141B1","G-292_Clone_A141B1","","G292CLONEA141B1",NA,"","bone","","","","","","Bone","bone","","","","bone","bone",NA
"858","GA-10","","GA-10","GA10","","","GA-10","","GA-10","GA-10","GA-10","","GA10",NA,"","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","Blood","","Blood","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
"859","GLC-82","","GLC-82","","","","","","","","","",NA,NA,"","","","","","","","","","","","lung","lung",NA,NA
"860","GOS-3","","GOS-3","","","","","","","GOS-3","","","GOS3",NA,"","central_nervous_system","","","","","","","central_nervous_system","","","","central_nervous_system","central_nervous_system",NA
"861","GR-M","","GR-M","","","","GR-M","","","","","",NA,NA,"","skin","","","","Skin","","","","","","","skin",NA,NA
"862","GRANTA-519","","GRANTA-519","","","","GRANTA-519","","GRANTA-519","GRANTA-519","GRANTA-519","","GRANTA519","GRANTA-519","","haematopoietic_and_lymphoid_tissue","","","","Lymph Node","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Lymphoid"
"863","GSS","","GSS","","","","","","","GSS","","","GSS",NA,"","stomach","","","","","","","stomach","","","","stomach","stomach",NA
"864","GSU","","GSU","","","","","","","GSU","","","GSU",NA,"","stomach","","","","","","","stomach","","","","stomach","stomach",NA
"865","HARA","","HARA","","","","","HARA","HARA","HARA","HARA","","HARA",NA,"","lung","","","","","LUNG","Lung","breast","","","breast","breast","lung",NA
"866","HCC-1171","","HCC-1171","","","","HCC1171","","","HCC-1171","","","HCC1171",NA,"","lung","","","","Lung","","","lung","","","","lung","lung",NA
"867","HCC-1195","","HCC-1195","","","","","HCC1195","","HCC-1195","","","HCC1195",NA,"","lung","","","","","LUNG","","lung","","","","lung","lung",NA
"868","HCC-1359","","HCC-1359","","","","HCC1359","HCC1359","","HCC-1359","","",NA,NA,"","lung","","","","Lung","LUNG","","lung","","","","lung",NA,NA
"869","HCC-1438","","HCC-1438","","","","","","","HCC-1438","","","HCC1438",NA,"","lung","","","","","","","lung","","","","lung","lung",NA
"870","HCC-15","","HCC-15","","","","HCC-15","HCC15","HCC-15","HCC-15","HCC-15","","HCC15","HCC-15","","lung","","","","Lung","LUNG","Lung","lung","","","","lung","lung","Lung"
"871","HCC-1588","","HCC-1588","","","","","","","HCC-1588","","","HCC1588",NA,"","lung","","","","","","","lung","","","","lung","lung",NA
"872","HCC-1833","","HCC-1833","","","","","HCC1833","","HCC-1833","","","HCC1833",NA,"","lung","","","","","LUNG","","lung","","","","lung","lung",NA
"873","HCC-1897","","HCC-1897","","","","","","","","","",NA,NA,"","lung","","","","","","","","","","","lung",NA,NA
"874","HCC-2108","","HCC-2108","","","","","HCC2108","","HCC-2108","","","HCC2108",NA,"","lung","","","","","LUNG","","lung","","","","lung","lung",NA
"875","HCC-2279","","HCC-2279","","","","HCC2279","","","HCC-2279","","","HCC2279",NA,"","lung","","","","Lung","","","lung","","","","lung","lung",NA
"876","HCC-2814","","HCC-2814","","","","","","","","","",NA,NA,"","lung","","","","","","","","","","","lung",NA,NA
"877","HCC-33","","HCC-33","","","","HCC33","HCC33","","HCC-33","HCC-33","","HCC33",NA,"","lung","","","","Lung","LUNG","","lung","","","","lung","lung",NA
"878","HCC-366","","HCC-366","","","","HCC366","","HCC-366","HCC-366","HCC-366","","HCC366",NA,"","lung","","","","Lung","","Lung","lung","","","","lung","lung",NA
"879","HCC-44","","HCC-44","","","","HCC44","HCC44","HCC-44","HCC-44","HCC-44","","HCC44","HCC44","","lung","","","","Lung","LUNG","Lung","lung","","","lung","lung","lung","Lung"
"880","HCC-56","","HCC-56","","","","","","HCC-56","HCC-56","HCC-56","","HCC56",NA,"","large_intestine","","","","","","Intestine","large_intestine","","","large_intestine","large_intestine","large_intestine",NA
"881","HCC-78","","HCC-78","","","","HCC78","HCC78","HCC-78","HCC-78","HCC-78","","HCC78","HCC78","","lung","","","","Lung","LUNG","Lung:NSCLC","lung","","","","lung","lung","Lung"
"882","HCC-827-GR5","","HCC-827-GR5","","","","","","","","","",NA,NA,"","lung","","","","","","","","","","","lung",NA,NA
"883","HCC-95","","HCC-95","","","","","","","HCC-95","","","HCC95",NA,"","lung","","","","","","","lung","","","","lung","lung",NA
"884","HCC1428","","HCC1428","","","HCC1428","HCC1428","","HCC1428","HCC1428","HCC1428","hcc1428","HCC1428",NA,"","breast","","","breast","Breast","","Breast","breast","","breast","breast","breast","breast",NA
"885","HCC1500","","HCC1500","","","","HCC1500","","HCC1500","HCC1500","HCC1500","hcc1500","HCC1500",NA,"","breast","","","","Breast","","Breast","breast","","breast","breast","breast","breast",NA
"886","HCC202","","HCC202","","","HCC202","HCC202","","HCC202","HCC202","HCC202","hcc202","HCC202",NA,"","breast","","","breast","Breast","","Breast","breast","","breast","breast","breast","breast",NA
"887","HCC2935","","HCC2935","","","","HCC2935","HCC2935","","HCC2935","","","HCC2935",NA,"","lung","","","","Lung","LUNG","","lung","","","lung","lung","lung",NA
"888","HCC364","","HCC364","","","","HCC364","","","","","",NA,NA,"","lung","","","","Lung","","","","","","lung","lung",NA,NA
"889","HCC4006","","HCC4006","","","","HCC4006","HCC4006","","HCC4006","","","HCC4006","HCC4006","","lung","","","","Lung","LUNG","","lung","","","lung","lung","lung","Lung"
"890","HCC827","","HCC827","","","","HCC827","HCC827","HCC-827","HCC827","HCC-827","","HCC827","HCC827","","lung","","","","Lung","LUNG","Lung","lung","","","lung","lung","lung","Lung"
"891","HCT-8","","HCT-8","HCT8","","","HCT-8","HCT8","","","","","HCT8",NA,"","large_intestine","colon","","","Ileum","LARGE_INTESTINE","","","","","large_intestine","large_intestine","large_intestine",NA
"892","HDQ-P1","","HDQ-P1","","","HDQP1","","","HDQ-P1","HDQ-P1","HDQ-P1","hdqp1","HDQP1","HDQ-P1","","breast","","","breast","","","Breast","breast","","breast","breast","breast","breast","Breast"
"893","HEC-1-A","","HEC-1-A","HEC1A","","","HEC-1-A","","","HEC-1-A","","","HEC1A","HEC-1-A","","endometrium","uterus","","","Uterus","","","endometrium","","","endometrium","endometrium","endometrium","Uterus"
"894","HEC-108","","HEC-108","","","","","HEC108","","HEC-108","","","HEC108",NA,"","endometrium","","","","","ENDOMETRIUM","","endometrium","","","endometrium","endometrium","endometrium",NA
"895","HEC-151","","HEC-151","","","","","HEC151","","HEC-151","","","HEC151","HEC-151","","endometrium","","","","","ENDOMETRIUM","","endometrium","","","endometrium","endometrium","endometrium","Uterus"
"896","HEC-251","","HEC-251","","","","","HEC251","","HEC-251","","","HEC251","HEC-251","","endometrium","","","","","ENDOMETRIUM","","endometrium","","","endometrium","endometrium","endometrium","Uterus"
"897","HEC-265","","HEC-265","","","","","HEC265","","HEC-265","","","HEC265","HEC-265","","endometrium","","","","","ENDOMETRIUM","","endometrium","","","endometrium","endometrium","endometrium","Uterus"
"898","HEC-50B","","HEC-50B","","","","","","","HEC-50B","","","HEC50B",NA,"","endometrium","","","","","","","endometrium","","","endometrium","endometrium","endometrium",NA
"899","HEC-59","","HEC-59","","","","","HEC59","","HEC-59","","","HEC59","HEC-59","","endometrium","","","","","ENDOMETRIUM","","endometrium","","","endometrium","endometrium","endometrium","Uterus"
"900","HEC-6","","HEC-6","","","","","HEC6","","HEC-6","","","HEC6","HEC-6","","endometrium","","","","","ENDOMETRIUM","","endometrium","","","endometrium","endometrium","endometrium","Uterus"
"901","HEK TE","","HEK TE","","","","","","","","","",NA,NA,"","kidney","","","","","","","","","","","kidney",NA,NA
"902","HEL 92.1.7","","HEL 92.1.7","HEL9217","","","","","","HEL_92.1.7","","","HEL9217",NA,"","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA
